Tournament,Stage,Match Type,Match Name,Team A,Team B,Team A Score,Team B Score,Match Result
VCT 2026: Americas Stage 1,Group Stage,Week 1,Sentinels vs KRÜ Esports,Sentinels,KRÜ Esports,0,2,KRÜ Esports won
VCT 2026: Americas Stage 1,Group Stage,Week 1,G2 Esports vs MIBR,G2 Esports,MIBR,0,2,MIBR won
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,100 Thieves,Evil Geniuses,2,0,100 Thieves won
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,ENVY,LOUD,1,2,LOUD won
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Cloud9,LEVIATÁN,0,2,LEVIATÁN won
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,FURIA,Mega Minors,2,0,FURIA won
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Cloud9,ENVY,1,2,ENVY won
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,FURIA,Evil Geniuses,2,1,FURIA won
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,G2 Esports,LEVIATÁN,1,2,LEVIATÁN won
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,MIBR,LOUD,2,0,MIBR won
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Mega Minors,KRÜ Esports,0,2,KRÜ Esports won
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,100 Thieves,Sentinels,0,2,Sentinels won
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,LEVIATÁN,ENVY,2,0,LEVIATÁN won
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,G2 Esports,LOUD,2,0,G2 Esports won
VCT 2026: Americas Stage 1,Group Stage,Week 3,FURIA vs KRÜ Esports,FURIA,KRÜ Esports,0,2,KRÜ Esports won
VCT 2026: Americas Stage 1,Group Stage,Week 3,NRG vs 100 Thieves,Mega Minors,100 Thieves,2,1,NRG won
VCT 2026: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Evil Geniuses,Sentinels,0,2,Sentinels won
VCT 2026: Americas Stage 1,Group Stage,Week 3,MIBR vs Cloud9,MIBR,Cloud9,0,2,Cloud9 won
VCT 2026: Americas Stage 1,Group Stage,Week 4,Evil Geniuses vs NRG,Evil Geniuses,Mega Minors,0,2,NRG won
VCT 2026: Americas Stage 1,Group Stage,Week 4,LEVIATÁN vs MIBR,LEVIATÁN,MIBR,0,2,MIBR won
VCT 2026: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs 100 Thieves,KRÜ Esports,100 Thieves,1,2,100 Thieves won
VCT 2026: Americas Stage 1,Group Stage,Week 4,FURIA vs Sentinels,FURIA,Sentinels,2,1,FURIA won
VCT 2026: Americas Stage 1,Group Stage,Week 4,LOUD vs Cloud9,LOUD,Cloud9,2,1,LOUD won
VCT 2026: Americas Stage 1,Group Stage,Week 4,G2 Esports vs ENVY,G2 Esports,ENVY,2,0,G2 Esports won
VCT 2026: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs Evil Geniuses,KRÜ Esports,Evil Geniuses,2,1,KRÜ Esports won
VCT 2026: Americas Stage 1,Group Stage,Week 5,FURIA vs 100 Thieves,FURIA,100 Thieves,1,2,100 Thieves won
VCT 2026: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,G2 Esports,Cloud9,2,0,G2 Esports won
VCT 2026: Americas Stage 1,Group Stage,Week 5,ENVY vs MIBR,ENVY,MIBR,2,0,ENVY won
VCT 2026: Americas Stage 1,Group Stage,Week 5,LOUD vs LEVIATÁN,LOUD,LEVIATÁN,2,1,LOUD won
VCT 2026: Americas Stage 1,Group Stage,Week 5,Sentinels vs NRG,Sentinels,Mega Minors,1,2,NRG won
VCT 2026: Americas Stage 1,Playoffs,Upper Round 1,FURIA vs LEVIATÁN,FURIA,LEVIATÁN,1,2,LEVIATÁN won
VCT 2026: Americas Stage 1,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,G2 Esports,100 Thieves,2,0,G2 Esports won
VCT 2026: Americas Stage 1,Playoffs,Upper Semifinals,MIBR vs LEVIATÁN,MIBR,LEVIATÁN,1,2,LEVIATÁN won
VCT 2026: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs G2 Esports,KRÜ Esports,G2 Esports,0,2,G2 Esports won
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,FURIA vs NRG,FURIA,Mega Minors,0,2,NRG won
VCT 2026: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs LOUD,100 Thieves,LOUD,2,0,100 Thieves won
VCT 2026: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs NRG,KRÜ Esports,Mega Minors,0,2,NRG won
VCT 2026: Americas Stage 1,Playoffs,Lower Round 2,MIBR vs 100 Thieves,MIBR,100 Thieves,0,2,100 Thieves won
VCT 2026: Americas Stage 1,Playoffs,Upper Final,LEVIATÁN vs G2 Esports,LEVIATÁN,G2 Esports,2,1,LEVIATÁN won
VCT 2026: Americas Stage 1,Playoffs,Lower Round 3,NRG vs 100 Thieves,Mega Minors,100 Thieves,2,0,NRG won
VCT 2026: Americas Stage 1,Playoffs,Lower Final,G2 Esports vs NRG,G2 Esports,Mega Minors,3,2,G2 Esports won
VCT 2026: Americas Stage 1,Playoffs,Grand Final,LEVIATÁN vs G2 Esports,LEVIATÁN,G2 Esports,2,3,G2 Esports won
VCT 2026: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Eternal Fire,FNATIC,Eternal Fire,2,1,FNATIC won
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Karmine Corp,Team Liquid,Karmine Corp,2,0,Team Liquid won
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Team Vitality,GIANTX,2,0,Team Vitality won
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Gentle Mates vs FUT Esports,Gentle Mates,FUT Esports,1,2,FUT Esports won
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Natus Vincere,Team Heretics,Natus Vincere,1,2,Natus Vincere won
VCT 2026: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs PCIFIC Esports,BBL Esports,PCIFIC Esports,2,0,BBL Esports won
VCT 2026: EMEA Stage 1,Group Stage,Week 2,PCIFIC Esports vs GIANTX,PCIFIC Esports,GIANTX,1,2,GIANTX won
VCT 2026: EMEA Stage 1,Group Stage,Week 2,BBL Esports vs Eternal Fire,BBL Esports,Eternal Fire,0,2,Eternal Fire won
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FNATIC vs Team Vitality,FNATIC,Team Vitality,2,0,FNATIC won
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs Team Heretics,Team Liquid,Team Heretics,2,0,Team Liquid won
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Natus Vincere,FUT Esports,Natus Vincere,2,1,FUT Esports won
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Gentle Mates vs Karmine Corp,Gentle Mates,Karmine Corp,2,1,Gentle Mates won
VCT 2026: EMEA Stage 1,Group Stage,Week 3,BBL Esports vs GIANTX,BBL Esports,GIANTX,1,2,GIANTX won
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Gentle Mates vs Natus Vincere,Gentle Mates,Natus Vincere,2,0,Gentle Mates won
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Eternal Fire vs Team Vitality,Eternal Fire,Team Vitality,2,0,Eternal Fire won
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Team Heretics,Karmine Corp,Team Heretics,1,2,Team Heretics won
VCT 2026: EMEA Stage 1,Group Stage,Week 3,FUT Esports vs Team Liquid,FUT Esports,Team Liquid,2,0,FUT Esports won
VCT 2026: EMEA Stage 1,Group Stage,Week 3,PCIFIC Esports vs FNATIC,PCIFIC Esports,FNATIC,0,2,FNATIC won
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Eternal Fire,PCIFIC Esports,2,1,Eternal Fire won
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Natus Vincere,Team Liquid,1,2,Team Liquid won
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,GIANTX,FNATIC,1,2,FNATIC won
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Karmine Corp,FUT Esports,1,2,FUT Esports won
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,Gentle Mates,Team Heretics,0,2,Team Heretics won
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,BBL Esports,Team Vitality,2,1,BBL Esports won
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Team Heretics,FUT Esports,2,0,Team Heretics won
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Team Vitality,PCIFIC Esports,2,0,Team Vitality won
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Natus Vincere,Karmine Corp,2,0,Natus Vincere won
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,BBL Esports,FNATIC,0,2,FNATIC won
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,GIANTX,Eternal Fire,0,2,Eternal Fire won
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Gentle Mates,Team Liquid,0,2,Team Liquid won
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Eternal Fire vs Team Heretics,Eternal Fire,Team Heretics,2,1,Eternal Fire won
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Team Liquid,Team Vitality,1,2,Team Vitality won
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FUT Esports vs Eternal Fire,FUT Esports,Eternal Fire,2,1,FUT Esports won
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FNATIC vs Team Vitality,FNATIC,Team Vitality,0,2,Team Vitality won
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Heretics vs BBL Esports,Team Heretics,BBL Esports,2,0,Team Heretics won
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Liquid vs Gentle Mates,Team Liquid,Gentle Mates,1,2,Gentle Mates won
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,FNATIC vs Team Heretics,FNATIC,Team Heretics,1,2,Team Heretics won
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,Eternal Fire vs Gentle Mates,Eternal Fire,Gentle Mates,2,0,Eternal Fire won
VCT 2026: EMEA Stage 1,Playoffs,Upper Final,FUT Esports vs Team Vitality,FUT Esports,Team Vitality,1,2,Team Vitality won
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 3,Team Heretics vs Eternal Fire,Team Heretics,Eternal Fire,2,1,Team Heretics won
VCT 2026: EMEA Stage 1,Playoffs,Lower Final,FUT Esports vs Team Heretics,FUT Esports,Team Heretics,1,3,Team Heretics won
VCT 2026: EMEA Stage 1,Playoffs,Grand Final,Team Vitality vs Team Heretics,Team Vitality,Team Heretics,2,3,Team Heretics won
VCT 2026: Pacific Stage 1,Group Stage,Week 1,Gen.G vs Global Esports,Gen.G,Global Esports,0,2,Global Esports won
VCT 2026: Pacific Stage 1,Group Stage,Week 1,T1 vs VARREL,T1,VARREL,2,0,T1 won
VCT 2026: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Paper Rex,Nongshim RedForce,Paper Rex,1,2,Paper Rex won
VCT 2026: Pacific Stage 1,Group Stage,Week 1,FULL SENSE vs DetonatioN FocusMe,FULL SENSE,DetonatioN FocusMe,2,0,FULL SENSE won
VCT 2026: Pacific Stage 1,Group Stage,Week 1,Team Secret vs Kiwoom DRX,Team Secret,Kiwoom DRX,0,2,Kiwoom DRX won
VCT 2026: Pacific Stage 1,Group Stage,Week 1,Rex Regum Qeon vs ZETA DIVISION,Rex Regum Qeon,ZETA DIVISION,2,1,Rex Regum Qeon won
VCT 2026: Pacific Stage 1,Group Stage,Week 2,DetonatioN FocusMe vs T1,DetonatioN FocusMe,T1,0,2,T1 won
VCT 2026: Pacific Stage 1,Group Stage,Week 2,Nongshim RedForce vs Kiwoom DRX,Nongshim RedForce,Kiwoom DRX,1,2,Kiwoom DRX won
VCT 2026: Pacific Stage 1,Group Stage,Week 2,Team Secret vs Global Esports,Team Secret,Global Esports,0,2,Global Esports won
VCT 2026: Pacific Stage 1,Group Stage,Week 2,Rex Regum Qeon vs VARREL,Rex Regum Qeon,VARREL,2,0,Rex Regum Qeon won
VCT 2026: Pacific Stage 1,Group Stage,Week 2,FULL SENSE vs ZETA DIVISION,FULL SENSE,ZETA DIVISION,2,0,FULL SENSE won
VCT 2026: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Gen.G,Paper Rex,2,1,Gen.G won
VCT 2026: Pacific Stage 1,Group Stage,Week 3,FULL SENSE vs VARREL,FULL SENSE,VARREL,2,0,FULL SENSE won
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Team Secret vs Paper Rex,Team Secret,Paper Rex,0,2,Paper Rex won
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Kiwoom DRX vs Global Esports,Kiwoom DRX,Global Esports,2,0,Kiwoom DRX won
VCT 2026: Pacific Stage 1,Group Stage,Week 3,ZETA DIVISION vs DetonatioN FocusMe,ZETA DIVISION,DetonatioN FocusMe,1,2,DetonatioN FocusMe won
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs T1,Rex Regum Qeon,T1,0,2,T1 won
VCT 2026: Pacific Stage 1,Group Stage,Week 3,Nongshim RedForce vs Gen.G,Nongshim RedForce,Gen.G,2,0,Nongshim RedForce won
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Rex Regum Qeon vs FULL SENSE,Rex Regum Qeon,FULL SENSE,2,1,Rex Regum Qeon won
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Paper Rex vs Global Esports,Paper Rex,Global Esports,2,0,Paper Rex won
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Kiwoom DRX,Gen.G,Kiwoom DRX,1,2,Kiwoom DRX won
VCT 2026: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs VARREL,DetonatioN FocusMe,VARREL,2,1,DetonatioN FocusMe won
VCT 2026: Pacific Stage 1,Group Stage,Week 4,T1 vs ZETA DIVISION,T1,ZETA DIVISION,2,0,T1 won
VCT 2026: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Nongshim RedForce,Team Secret,2,1,Nongshim RedForce won
VCT 2026: Pacific Stage 1,Group Stage,Week 5,Gen.G vs Team Secret,Gen.G,Team Secret,1,2,Team Secret won
VCT 2026: Pacific Stage 1,Group Stage,Week 5,VARREL vs ZETA DIVISION,VARREL,ZETA DIVISION,1,2,ZETA DIVISION won
VCT 2026: Pacific Stage 1,Group Stage,Week 5,T1 vs FULL SENSE,T1,FULL SENSE,2,1,T1 won
VCT 2026: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs Global Esports,Nongshim RedForce,Global Esports,1,2,Global Esports won
VCT 2026: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Kiwoom DRX,Paper Rex,Kiwoom DRX,2,0,Paper Rex won
VCT 2026: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs DetonatioN FocusMe,Rex Regum Qeon,DetonatioN FocusMe,2,1,Rex Regum Qeon won
VCT 2026: Pacific Stage 1,Playoffs,Upper Round 1,Rex Regum Qeon vs Global Esports,Rex Regum Qeon,Global Esports,0,2,Global Esports won
VCT 2026: Pacific Stage 1,Playoffs,Upper Round 1,Kiwoom DRX vs FULL SENSE,Kiwoom DRX,FULL SENSE,0,2,FULL SENSE won
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,Paper Rex vs Global Esports,Paper Rex,Global Esports,1,2,Global Esports won
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,T1 vs FULL SENSE,T1,FULL SENSE,0,2,FULL SENSE won
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Rex Regum Qeon vs DetonatioN FocusMe,Rex Regum Qeon,DetonatioN FocusMe,2,1,Rex Regum Qeon won
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Kiwoom DRX vs Nongshim RedForce,Kiwoom DRX,Nongshim RedForce,2,1,Kiwoom DRX won
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,T1 vs Rex Regum Qeon,T1,Rex Regum Qeon,2,1,T1 won
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,Paper Rex vs Kiwoom DRX,Paper Rex,Kiwoom DRX,2,1,Paper Rex won
VCT 2026: Pacific Stage 1,Playoffs,Upper Final,Global Esports vs FULL SENSE,Global Esports,FULL SENSE,0,2,FULL SENSE won
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,T1,Paper Rex,1,2,Paper Rex won
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Global Esports,Paper Rex,0,3,Paper Rex won
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,FULL SENSE,Paper Rex,0,3,Paper Rex won
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,Titan Esports Club,All Gamers,1,2,All Gamers won
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,Nova Esports,EDward Gaming,0,2,EDward Gaming won
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,JDG Esports,FunPlus Phoenix,2,1,JDG Esports won
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Dragon Ranger Gaming,Xi Lai Gaming,0,2,Xi Lai Gaming won
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Wolves Esports,Trace Esports,0,2,Trace Esports won
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bilibili Gaming,TYLOO,1,2,TYLOO won
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,Nova Esports,2,0,Dragon Ranger Gaming won
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,FunPlus Phoenix,All Gamers,2,0,FunPlus Phoenix won
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,TYLOO,Titan Esports Club,2,0,TYLOO won
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,Wolves Esports,EDward Gaming,0,2,EDward Gaming won
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Trace Esports,Xi Lai Gaming,1,2,Xi Lai Gaming won
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,Bilibili Gaming,JDG Esports,2,0,Bilibili Gaming won
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,FunPlus Phoenix,TYLOO,2,1,FunPlus Phoenix won
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Titan Esports Club,Bilibili Gaming,2,0,Titan Esports Club won
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Xi Lai Gaming,Nova Esports,2,0,Xi Lai Gaming won
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,EDward Gaming,Trace Esports,2,0,EDward Gaming won
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,JDG Esports,All Gamers,0,2,All Gamers won
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,Wolves Esports,2,1,Dragon Ranger Gaming won
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Nova Esports,Trace Esports,0,2,Trace Esports won
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,Bilibili Gaming,1,2,Bilibili Gaming won
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,All Gamers,TYLOO,1,2,TYLOO won
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,EDward Gaming,Dragon Ranger Gaming,2,1,EDward Gaming won
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,JDG Esports,Titan Esports Club,2,0,JDG Esports won
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,Wolves Esports,2,1,Xi Lai Gaming won
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,TYLOO,JDG Esports,0,2,JDG Esports won
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Trace Esports,Dragon Ranger Gaming,1,2,Dragon Ranger Gaming won
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,FunPlus Phoenix,2,0,Titan Esports Club won
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,All Gamers,Bilibili Gaming,2,1,All Gamers won
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Nova Esports,Wolves Esports,2,0,Nova Esports won
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,EDward Gaming,Xi Lai Gaming,1,2,Xi Lai Gaming won
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,TYLOO,Dragon Ranger Gaming,2,0,TYLOO won
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,JDG Esports,EDward Gaming,1,2,EDward Gaming won
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Titan Esports Club,Trace Esports,1,2,Trace Esports won
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,All Gamers,Xi Lai Gaming,1,2,Xi Lai Gaming won
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Xi Lai Gaming,Titan Esports Club,2,0,Xi Lai Gaming won
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,JDG Esports,TYLOO,2,1,JDG Esports won
